slno,idx,audio_filepath,person,sex,start_sample,end_sample,start_second,end_second,duration_second,vowel_type
4790,66663,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FJHK0/SX302.WAV,FJHK0,F,27141,29898,1.6963125,1.868625,0.1723125,oy
4791,61999,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FHXS0/SA2.WAV,FHXS0,F,21390,24146,1.336875,1.509125,0.17225,oy
4792,16782,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FDHC0/SA2.WAV,FDHC0,F,21160,23853,1.3225,1.4908125,0.1683125,oy
4793,9596,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FRNG0/SA2.WAV,FRNG0,F,25789,29564,1.6118125,1.84775,0.2359375,oy
4794,9480,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FREW0/SA2.WAV,FREW0,F,16920,19718,1.0575,1.232375,0.174875,oy
4795,19785,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/FMLD0/SA2.WAV,FMLD0,F,17320,20344,1.0825,1.2715,0.189,oy
4796,76473,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FNKL0/SX196.WAV,FNKL0,F,6684,9480,0.41775,0.5925,0.17475,oy
4797,27746,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FPJF0/SX326.WAV,FPJF0,F,26650,30264,1.665625,1.8915,0.225875,oy
4798,4633,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/FCMH0/SA2.WAV,FCMH0,F,24360,27195,1.5225,1.6996875,0.1771875,oy
4799,3928,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MRCZ0/SI2171.WAV,MRCZ0,M,25640,28440,1.6025,1.7775,0.175,ay
4800,58035,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MJFH0/SX117.WAV,MJFH0,M,18840,22224,1.1775,1.389,0.2115,ay
4801,49041,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MJPM1/SA2.WAV,MJPM1,M,34422,36920,2.151375,2.3075,0.156125,ay
4802,20882,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/MSLB0/SX23.WAV,MSLB0,M,20280,22520,1.2675,1.4075,0.14,ay
4803,2410,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MABW0/SA2.WAV,MABW0,M,31493,33084,1.9683125,2.06775,0.0994375,ay
4804,65970,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MTXS0/SA2.WAV,MTXS0,M,36573,38840,2.2858125,2.4275,0.1416875,ay
4805,32476,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MPPC0/SX332.WAV,MPPC0,M,17791,18877,1.1119375,1.1798125,0.067875,ay
4806,6590,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MLNT0/SA2.WAV,MLNT0,M,34924,36595,2.18275,2.2871875,0.1044375,ay
4807,5010,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MBDG0/SA2.WAV,MBDG0,M,41980,43896,2.62375,2.7435,0.11975,ay
4808,63618,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MBMA1/SA2.WAV,MBMA1,M,33683,35400,2.1051875,2.2125,0.1073125,ay
4809,25297,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MTRR0/SX378.WAV,MTRR0,M,3400,5328,0.2125,0.333,0.1205,ay
4810,65292,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MSAT1/SX83.WAV,MSAT1,M,2693,4469,0.1683125,0.2793125,0.111,ay
4811,43158,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MRWA0/SI2233.WAV,MRWA0,M,2828,4600,0.17675,0.2875,0.11075,ay
4812,70821,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MFXS0/SX324.WAV,MFXS0,M,58440,60720,3.6525,3.795,0.1425,ay
4813,20655,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/MPAM0/SX379.WAV,MPAM0,M,11986,13451,0.749125,0.8406875,0.0915625,ay
4814,60117,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MRVG0/SI1140.WAV,MRVG0,M,7080,8920,0.4425,0.5575,0.115,ay
4815,58709,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MMAB1/SX54.WAV,MMAB1,M,51141,53773,3.1963125,3.3608125,0.1645,ay
4816,22682,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MCPM0/SI564.WAV,MCPM0,M,2893,4799,0.1808125,0.2999375,0.119125,ay
4817,3623,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MMDM2/SX372.WAV,MMDM2,M,5495,7797,0.3434375,0.4873125,0.143875,ay
4818,24397,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MRAI0/SX162.WAV,MRAI0,M,19300,21360,1.20625,1.335,0.12875,ay
4819,51091,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MPRK0/SI467.WAV,MPRK0,M,18200,21138,1.1375,1.321125,0.183625,ay
4820,75598,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MWRP0/SX183.WAV,MWRP0,M,3091,5472,0.1931875,0.342,0.1488125,ay
4821,73104,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MNTW0/SX78.WAV,MNTW0,M,19006,20820,1.187875,1.30125,0.113375,ay
4822,51175,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MPRT0/SA2.WAV,MPRT0,M,28675,29880,1.7921875,1.8675,0.0753125,ay
4823,44180,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MWDK0/SX176.WAV,MWDK0,M,25844,27613,1.61525,1.7258125,0.1105625,ay
4824,64520,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MKES0/SX173.WAV,MKES0,M,21514,23895,1.344625,1.4934375,0.1488125,ay
4825,31028,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJPM0/SA2.WAV,MJPM0,M,33044,34360,2.06525,2.1475,0.08225,ay
4826,18173,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MGRT0/SA2.WAV,MGRT0,M,41373,43400,2.5858125,2.7125,0.1266875,ay
4827,30855,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJMA0/SX325.WAV,MJMA0,M,20044,21639,1.25275,1.3524375,0.0996875,ay
4828,25512,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MWAR0/SX235.WAV,MWAR0,M,6745,8264,0.4215625,0.5165,0.0949375,ay
4829,69266,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MBTH0/SI2102.WAV,MBTH0,M,74340,76904,4.64625,4.8065,0.16025,ay
4830,75216,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTWH1/SI1512.WAV,MTWH1,M,40660,42160,2.54125,2.635,0.09375,ay
4831,658,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/MJSW0/SI1010.WAV,MJSW0,M,21601,24313,1.3500625,1.5195625,0.1695,ay
4832,34983,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MZMB0/SX356.WAV,MZMB0,M,2520,5013,0.1575,0.3133125,0.1558125,ay
4833,31275,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MKAH0/SA2.WAV,MKAH0,M,31920,33640,1.995,2.1025,0.1075,ay
4834,51616,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MRGM0/SX172.WAV,MRGM0,M,7519,10903,0.4699375,0.6814375,0.2115,ay
4835,59185,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MMWB0/SX359.WAV,MMWB0,M,51230,54840,3.201875,3.4275,0.225625,ay
4836,57788,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MHMG0/SX15.WAV,MHMG0,M,13230,15958,0.826875,0.997375,0.1705,ay
4837,39176,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDJM0/SX195.WAV,MDJM0,M,20400,22976,1.275,1.436,0.161,ay
4838,16564,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MRJS0/SI2074.WAV,MRJS0,M,17671,21320,1.1044375,1.3325,0.2280625,ay
4839,24880,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MRWS0/SI472.WAV,MRWS0,M,22280,23826,1.3925,1.489125,0.096625,ay
4840,56163,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MBGT0/SX171.WAV,MBGT0,M,4752,8355,0.297,0.5221875,0.2251875,ay
4841,75556,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MWRP0/SI1443.WAV,MWRP0,M,17879,20040,1.1174375,1.2525,0.1350625,ay
4842,4514,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MWVW0/SA2.WAV,MWVW0,M,32626,33838,2.039125,2.114875,0.07575,ay
4843,77667,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MMPM0/SI1691.WAV,MMPM0,M,36566,38714,2.285375,2.419625,0.13425,ay
4844,38531,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MCEF0/SI842.WAV,MCEF0,M,38015,40563,2.3759375,2.5351875,0.15925,ay
4845,16230,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MJFC0/SX313.WAV,MJFC0,M,7760,10071,0.485,0.6294375,0.1444375,ay
4846,14408,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MKLT0/SA2.WAV,MKLT0,M,25031,26298,1.5644375,1.643625,0.0791875,ay
4847,78006,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MRLK0/SA2.WAV,MRLK0,M,30746,31800,1.921625,1.9875,0.065875,ay
4848,30695,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJHI0/SI698.WAV,MJHI0,M,6573,8380,0.4108125,0.52375,0.1129375,ay
4849,11036,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MPCS0/SX9.WAV,MPCS0,M,13033,14913,0.8145625,0.9320625,0.1175,ay
4850,39108,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDJM0/SI1455.WAV,MDJM0,M,20845,24271,1.3028125,1.5169375,0.214125,ay
4851,7783,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MWJG0/SX134.WAV,MWJG0,M,41850,44273,2.615625,2.7670625,0.1514375,ay
4852,51802,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MRSP0/SX79.WAV,MRSP0,M,15606,17552,0.975375,1.097,0.121625,ay
4853,16084,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MJDH0/SI724.WAV,MJDH0,M,16375,18371,1.0234375,1.1481875,0.12475,ay
4854,5633,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MGLB0/SI1534.WAV,MGLB0,M,38525,40120,2.4078125,2.5075,0.0996875,ay
4855,33993,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRLR0/SX26.WAV,MRLR0,M,11906,14600,0.744125,0.9125,0.168375,ay
4856,34589,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MTDB0/SX231.WAV,MTDB0,M,9441,11488,0.5900625,0.718,0.1279375,ay
4857,47067,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MDCD0/SI2045.WAV,MDCD0,M,26920,28360,1.6825,1.7725,0.09,ay
4858,37882,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MAPV0/SI1293.WAV,MAPV0,M,18005,20887,1.1253125,1.3054375,0.180125,ay
4859,38679,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDBB1/SX16.WAV,MDBB1,M,10867,13326,0.6791875,0.832875,0.1536875,ay
4860,49728,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MKAM0/SX146.WAV,MKAM0,M,32936,35801,2.0585,2.2375625,0.1790625,ay
4861,58786,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MMCC0/SX168.WAV,MMCC0,M,19467,21681,1.2166875,1.3550625,0.138375,ay
4862,4260,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MTMR0/SA2.WAV,MTMR0,M,32208,33400,2.013,2.0875,0.0745,ay
4863,18439,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MKJL0/SI1730.WAV,MKJL0,M,17796,21347,1.11225,1.3341875,0.2219375,ay
4864,43192,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MRWA0/SX253.WAV,MRWA0,M,2390,3738,0.149375,0.233625,0.08425,ay
4865,2670,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MCCS0/SI1469.WAV,MCCS0,M,42588,45004,2.66175,2.81275,0.151,ay
4866,40452,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MILB0/SA2.WAV,MILB0,M,27649,29009,1.7280625,1.8130625,0.085,ay
4867,78150,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MRRE0/SI1334.WAV,MRRE0,M,44190,46392,2.761875,2.8995,0.137625,ay
4868,24248,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MPSW0/SI1697.WAV,MPSW0,M,18600,21556,1.1625,1.34725,0.18475,ay
4869,77594,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MMLM0/SX357.WAV,MMLM0,M,13117,16530,0.8198125,1.033125,0.2133125,ay
4870,13402,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MBPM0/SX47.WAV,MBPM0,M,24950,27270,1.559375,1.704375,0.145,ay
4871,52172,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MSMS0/SX83.WAV,MSMS0,M,2654,5226,0.165875,0.326625,0.16075,ay
4872,57488,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MGSH0/SI1176.WAV,MGSH0,M,44861,46876,2.8038125,2.92975,0.1259375,ay
4873,37809,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MAKR0/SX272.WAV,MAKR0,M,9940,11346,0.62125,0.709125,0.087875,ay
4874,75432,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MWRE0/SA2.WAV,MWRE0,M,32008,34075,2.0005,2.1296875,0.1291875,ay
4875,71847,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MJAI0/SX344.WAV,MJAI0,M,3260,4584,0.20375,0.2865,0.08275,ay
4876,19191,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MRMS1/SI2117.WAV,MRMS1,M,48310,51773,3.019375,3.2358125,0.2164375,ay
4877,70916,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MFXV0/SI1635.WAV,MFXV0,M,15790,17963,0.986875,1.1226875,0.1358125,ay
4878,22694,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MCPM0/SI564.WAV,MCPM0,M,49700,51637,3.10625,3.2273125,0.1210625,ay
4879,5350,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MCSH0/SX379.WAV,MCSH0,M,15506,17320,0.969125,1.0825,0.113375,ay
4880,73077,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MNTW0/SX258.WAV,MNTW0,M,20403,22982,1.2751875,1.436375,0.1611875,ay
4881,78310,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MTCS0/SX172.WAV,MTCS0,M,26320,29117,1.645,1.8198125,0.1748125,ay
4882,32952,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRFK0/SI2336.WAV,MRFK0,M,23227,25000,1.4516875,1.5625,0.1108125,ay
4883,52144,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MSMS0/SX263.WAV,MSMS0,M,15958,18172,0.997375,1.13575,0.138375,ay
4884,25214,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MTRR0/SA2.WAV,MTRR0,M,32560,34200,2.035,2.1375,0.1025,ay
4885,44323,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MWGR0/SX256.WAV,MWGR0,M,5723,8026,0.3576875,0.501625,0.1439375,ay
4886,50833,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MNET0/SI1446.WAV,MNET0,M,53080,56133,3.3175,3.5083125,0.1908125,ay
4887,49378,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MJSR0/SX434.WAV,MJSR0,M,23860,27404,1.49125,1.71275,0.2215,ay
4888,7050,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MMJR0/SX388.WAV,MMJR0,M,5932,7718,0.37075,0.482375,0.111625,ay
4889,39373,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDLH0/SI700.WAV,MDLH0,M,23644,27594,1.47775,1.724625,0.246875,ay
4890,16566,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MRJS0/SI2074.WAV,MRJS0,M,31880,33400,1.9925,2.0875,0.095,ay
4891,43951,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MTPP0/SX248.WAV,MTPP0,M,15560,17640,0.9725,1.1025,0.13,ay
4892,5536,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MGJF0/SI776.WAV,MGJF0,M,21389,24229,1.3368125,1.5143125,0.1775,ay
4893,16117,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MJDH0/SX364.WAV,MJDH0,M,31791,33796,1.9869375,2.11225,0.1253125,ay
4894,46893,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MCDR0/SX74.WAV,MCDR0,M,16083,18882,1.0051875,1.180125,0.1749375,ay
4895,25452,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MWAR0/SA2.WAV,MWAR0,M,39270,40920,2.454375,2.5575,0.103125,ay
4896,42494,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MRDS0/SX87.WAV,MRDS0,M,8981,12600,0.5613125,0.7875,0.2261875,ay
4897,68466,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MADD0/SX88.WAV,MADD0,M,4135,5723,0.2584375,0.3576875,0.09925,ay
4898,3205,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MGWT0/SI909.WAV,MGWT0,M,27980,30000,1.74875,1.875,0.12625,ay
4899,13706,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MCTT0/SI928.WAV,MCTT0,M,21960,23800,1.3725,1.4875,0.115,ay
4900,41337,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MKXL0/SX15.WAV,MKXL0,M,12992,15453,0.812,0.9658125,0.1538125,ay
4901,72478,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MKAG0/SX439.WAV,MKAG0,M,26910,28920,1.681875,1.8075,0.125625,ay
4902,22888,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MDPK0/SA2.WAV,MDPK0,M,35704,37400,2.2315,2.3375,0.106,ay
4903,43902,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MTPP0/SA2.WAV,MTPP0,M,33169,34440,2.0730625,2.1525,0.0794375,ay
4904,17873,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MDLF0/SX323.WAV,MDLF0,M,28043,30370,1.7526875,1.898125,0.1454375,ay
4905,33288,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRJH0/SA2.WAV,MRJH0,M,29740,31240,1.85875,1.9525,0.09375,ay
4906,47857,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MGJC0/SX255.WAV,MGJC0,M,3520,5880,0.22,0.3675,0.1475,ay
4907,29077,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MDEM0/SI800.WAV,MDEM0,M,14433,18441,0.9020625,1.1525625,0.2505,ay
4908,3109,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MDLD0/SX13.WAV,MDLD0,M,21710,24062,1.356875,1.503875,0.147,ay
